mz,Formula,SMID,attachments on glucose,anomeric,acylation1_2C,acylation2_6C,class_2C,class_6C,Stable isotope labeling,rt_minutes,cest-1.2_A,cest-1.2_B,cest-1.2_C,cest-1.2_D,cest-2.1_A,cest-2.1_B,cest-2.1_C,cest-2.1_D,N2_A,N2_B,N2_C,N2_D
716.28414,C36H48NO12P,oglu#48,tentative,octopamine,FA_15:3,benzoic_acid,FA,AA,,11.53,245674.5728,319429.2044,239652.3486,267722.088,606.256647,2904.48915,1077.656245,998.2157378,321372.4116,300149.5294,262243.5146,129221.4925
752.34165,C37H56NO13P,oglu#50,tentative,octopamine,FA_16:0,hydroxybenzoic_acid,FA,AA,,11.74,37804.73544,46341.62584,43157.10581,55035.50907,0,0,0,0,98084.3174,86666.27535,56869.50098,45255.64837
778.3573,C39H58NO13P,oglu#52,tentative,octopamine,FA_m18:0,benzoic_acid,FA,AA,,12.03,121039.1862,177971.5851,126862.2881,156939.8431,0,0,0,0,103612.4545,99731.71951,97228.84935,49402.6516
569.11725,C23 H27 O13 N2 P,oglu#6,octopamine tiglic acid pyrrolic acid,octopamine,nicotinic_acid,tiglic_acid,AA,Unsat_OA,,9.71,1261.461345,0,0,0,655187.9607,1026967.796,422730.8005,425670.4966,770650.2028,847885.458,252807.9084,245912.4236
591.13799,C26 H29 O12 N2 P,oglu#7,octopamine benzoic acid pyrrolic acid,octopamine,benzoic_acid,tiglic_acid,AA,Unsat_OA,,7.91,0,0,0,0,66064.82777,87375.70866,13307.94333,18767.05822,251600.2117,258593.6651,117253.4882,7401.479417
456.06957,C18 H20 O11 N P,pyglu#201,pyrrolic acicd benzoic acid,pyrrole,benzoic_acid,NA,AA,,,8.76,5631.337449,4694.813649,1447.408194,0,632133.0144,802765.1201,243125.4049,292225.6037,2321442.929,2644568.824,1387306.01,136012.8097
538.11144,C23 H26 O12 N P,pyglu#4,pyrrolic acid benzoic acid tiglic acid,pyrrole,benzoic_acid,tiglic_acid,AA,Unsat_OA,,11.25,5718.463848,6591.219726,584.2191902,0,199523.7043,338768.9046,103605.9882,141265.6829,554148.6338,493316.2885,203295.2746,75983.74706
379.14995,C18H24N2O7,sngl#1,n-acetylserotonin,n-acetylserotonin,NA,NA,,,,5.76,83978.56266,117248.9981,382879.4516,321350.1994,58325.41579,114703.1959,313267.596,269959.8658,98771.29222,120422.4161,412336.1783,297006.7565
459.11741,C18H25N2O10P,sngl#2,n-acetylserotonin,n-acetylserotonin,NA,NA,,,,5.63,120531.0595,139737.6553,189324.3523,113504.6259,100263.9386,143253.683,219077.1607,129364.6491,211146.2759,249613.7222,252272.316,153545.4077
578.15452,C25H30N3O11P,sngl#4,"n-acetylserotonin, anthranilic acid",n-acetylserotonin,NA,anthranilic_acid,,AA,,8.57,1030529.011,1166525.509,1096245.598,1265444.282,570959.6931,838400.893,1008593.091,889535.3802,675153.2791,617586.1756,889253.1062,852544.5391
423.10562,C16 H25 O11 P,tiglu#2,tiglic acid (x2),tiglic,NA,NA,,,,9.03,3093111.309,3339771.125,1833320.538,1371685.281,2078668.974,3465628.609,2315799.57,2138803.63,3854588.301,3615374.82,3252661.282,1654236.23
755.27923,C34 H49 O15 N2 P,tyglas#1,tyramine ascr#1 anthranilic acid,NA,NA,NA,,,,7.95,1190.01873,3123.65576,1858.214906,2069.41261,352196.1547,597727.8284,298205.1097,284433.0634,361779.5005,350162.3358,290894.165,174725.9116
713.23228,C31 H43 O15 N2 P,tyglas#11,ascr#11 anthranilic acid tyramine,NA,NA,NA,,,,7.12,0,0,0,0,30922.91546,45667.03314,70159.67845,51673.22452,39457.54729,33698.97539,52545.90761,39470.54549
753.26358,C34 H47 O15 N2 P,tyglas#7,tyramine ascr#7 anthranilic acid,NA,NA,NA,,,,7.88,0,653.9295898,0,0,479879.2259,649331.9109,282806.0942,316656.1457,673477.5556,726089.4649,391727.6786,187872.8214
615.17437,C29 H33 O11 N2 P,tyglu#12,tyramine anthranilic acid phenylacetic acid,tyramine,phenylacetic_acid,anthranilic_acid,AA,AA,d2 from d2-L-tyrosine,8.63,1462.87958,1322.961344,2653.905649,2517.665684,150837.125,267485.4568,210830.6599,202677.3847,222843.8267,212248.1674,261684.9975,129682.0634
581.19002,C26 H35 O11 N2 P,tyglu#14,tyramine isovaleric acid anthranilic acid,tyramine,isovaleric_acid,anthranilic_acid,SCFA,AA,13C5 from 13C6-L-leucine,8.37,0,0,0,0,700089.0047,1165962.904,1476187.916,1268198.573,774022.5152,584878.1928,1027753.405,864821.1139
601.15927,C28H31N2O11P,tyglu#16,"tyramine, anthranilic acid, carboxy-benzyl",tyramine,benzoic_acid,anthranilic_acid,AA,AA,,8.4,0,929.9174546,522.4976514,0,8233924.457,12359060.67,7179312.703,7986867.028,12266087.7,12768604.64,9528115.533,5015381.905
471.11686,C19 H25 O10 N2 P,tyglu#181,"tyramine, pyrrolic acid",tyramine,nicotinic_acid,NA,AA,,d2 from d2-L-tyrosine,5.92,852.4029677,837.7725518,0,0,42868.53485,68052.94849,41152.95619,39612.98688,180063.5886,168949.3684,216312.3448,16184.47727
553.15872,C24 H31 O11 N2 P,tyglu#19,tyramine pyrrolic acid tiglic acid,tyramine,pyrrolic_acid,tiglic_acid,AA,Unsat_OA,d2 from d2-L-tyrosine,7.9,0,308.9103525,0,0,419120.2066,648208.9712,171681.785,226159.9816,879747.0901,836363.4735,939054.9844,96803.44124
497.13251,"	C21H27N2O10P",tyglu#2,tyramine anthranilic acid,tyramine,anthranilic_acid,NA,AA,,d2 from d2-L-tyrosine,6.28,3916.206713,4230.962316,6108.653355,5665.078726,469028.6455,743172.626,1881026.791,1113236.87,691738.519,639819.8195,1281269.822,793494.4276
555.17437,C24 H33 O11 N2 P,tyglu#22,tyramine pyrrolic acid isovaleric acid,tyramine,pyrrolic_acid,isovaleric_acid,AA,SCFA,d2 from d2-L-tyrosine,8.12,1480.297119,1241.449812,487.1083953,0,43823.87306,81007.56388,18839.70102,25598.9685,105715.7398,102958.5798,83004.7361,10211.96159
564.16347,C26 H32 O11 N P,tyglu#26,tyramine benzoic acid tiglic acid,tyramine,benzoic_acid,tiglic_acid,AA,Unsat_OA,,8.37,2986.705149,6922.317447,5229.388791,10403.8593,143409.8347,219343.6723,244282.2642,204925.9148,160709.4235,167186.1298,124387.4829,122860.1116
575.14307,C26 H29 O11 N2 P,tyglu#28,tyramine pyrrolic acid benzoic acid,tyramine,benzoic_acid,pyrrolic_acid,AA,AA,,8.17,462.2368652,509.7478704,0,689.9445333,850833.1811,1239128.526,150548.6494,313462.5578,2659275.795,3174228.436,1415709.735,81603.05372
576.13832,C25 H28 O11 N3 P,tyglu#30,tyramine pyrrolic acid nicotinc acid,tyramine,nicotinic_acid,pyrrolic_acid,AA,AA,,6.88,0,635.2637525,0,585.1697666,87353.30842,111390.7272,18105.47715,32481.119,223395.0752,269914.9165,108653.0488,13817.9444
586.14782,C28 H30 O11 N P,tyglu#32,tyramine benzoic acid  (x2),tyramine,benzoic_acid,benzoic_acid,AA,AA,,8.61,2795.196899,6741.578297,2414.212658,3077.375068,445062.4525,612810.5511,205967.1686,219511.3255,671194.3098,978211.22,258847.8614,89038.33359
590.15397,C26 H30 O11 N3 P,tyglu#34,tyramine anthranilic acid pyrrolic acid,tyramine,anthranilic_acid,pyrrolic_acid,AA,AA,d2 from d2-L-tyrosine,7.7,0,0,0,554.0128705,516103.1606,732696.5065,124807.9187,223891.3769,1159681.348,1240084.043,813008.5374,93676.52815
617.15364,C28 H31 O12 N2 P,tyglu#35,tyramine anthranilic acid hydroxybenzoic acid,tyramine,anthranilic_acid,hydroxybenzoic_acid,AA,AA,,7.76,5519.371884,6347.977728,4069.071278,5083.78805,3474992.92,5543726.724,2438714.961,3479265.956,4284369.147,4766172.882,3393132.179,1770032.371
617.16487,C27 H31 O11 N4 P,tyglu#38,tyramine uraconic acid anthranilic acid,tyramine,anthranilic_acid,uraconic_acid,AA,AA,,6.28,0,0,0,0,101775.3132,153626.2674,72544.50368,96950.84308,118358.2779,128397.9641,126271.152,89214.5457
616.17017,C28H32N3O11P,tyglu#4,"tyramine, anthranilic acid (x2)",tyramine,anthranilic_acid,anthranilic_acid,AA,AA,,8.13,0,0,799.6660534,0,460746.6762,744246.6791,692275.5797,678055.4471,530114.8936,451620.6084,851596.2375,608040.182
644.20092,C30 H36 O11 N3 P,tyglu#42,tyramine anthranilic acid phenylalanine,tyramine,anthranilic_acid,phenylalanine,AA,AA,,7,0,0,0,0,31178.42448,54504.71646,86257.32123,67789.06268,46783.85477,40917.91548,83541.31869,71032.72686
567.17437,C25 H33 O11 N2 P,tyglu#52,tyramine anthranilic acid isovaleric acid,tyramine,anthranilic_acid,isovaleric_acid,AA,SCFA,13C5 from 13C6-L-leucine,7.84,1088.075743,1396.404934,505.8355621,1095.367746,25227.97732,37514.96137,82289.78589,55750.19808,25045.70013,20456.55598,52037.29504,45402.99282
602.15452,C27H30N3O11P,tyglu#6,"tyramine, anthranilic acid, nicotinic acid",tyramine,nicotinic_acid,anthranilic_acid,AA,AA,,7.19,0,0,0,0,1248909.886,1984167.177,1344938.115,1237787.278,1547183.64,1604679.384,1182385.72,908272.981
579.17437,C26 H33 N2 O11 P,tyglu#8,"tyramine, anthranilic acid, tiglic acid",tyramine,tiglic_acid,anthranilic_acid,Unsat_OA,AA,d2 from d2-L-tyrosine,8.15,46555.78516,77170.99575,71467.20839,69281.21398,7687976.811,12585654.37,17414837.15,13646676.23,7671735.274,6213261.966,15251181.29,12943253.12
587.22061,C24H36N4O13,uglas#1,NA,NA,NA,NA,,,,6.33,157590.981,204002.7106,222340.1612,181089.5305,156725.0596,213199.6787,155791.6284,105596.8935,239070.8879,237770.3018,154158.4669,108851.6155
667.18694,C24H37N4O16P,uglas#11,NA,NA,NA,NA,,,,5.6,375519.9129,446145.9643,463408.8259,752036.6663,466180.2847,447360.5522,538903.6582,336707.4679,550797.1099,512826.2926,650573.6699,766946.4266
